"UAI";"Etablissement";"Référence.GALAXIE";"N..dans.le.SI.local";"Article";"Corps";"Chaire";"Section";"Section2";"Section3";"Date.de.prise.de.fonction";"Date.ouverture.cand";"Date.clôture.cand";"Profil";"Localisation";"Etat.de.vacance";"Annee"
"0342321N";"UNIVERSITE DE MONTPELLIER";"250 * ";"0118";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie de la santé, méthodes quantitatives";"Montpellier";"";2018
"0350936C";"UNIVERSITE RENNES 1";"4452 * ";"05MCF0607";"26-I-1";"MCF";"Non";5;6;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Finance d'entreprise ou finance de marché";"RENNES";"";2018
"0350937D";"UNIVERSITE RENNES 2";"4294 * ";"0292";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie politique";"Rennes et Saint-Brieuc";"";2018
"0370800U";"UNIVERSITE DE TOURS";"4370";"0260";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Micro-économétrie appliquée";"UFR Droit";"";2018
"0440984F";"UNIVERSITE DE NANTES";"4444 * ";"2231";"26-I-1";"MCF";"Non";5;6;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Banque - Finance";"Nantes";"";2018
"0450855K";"UNIVERSITE D'ORLEANS";"4311 * ";"MCF0449";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Enseignant chercheur spécialisé en économie internationale, développement durable, économie de l'environnement";"UFR Collegium DEG - ORLEANS";"";2018
"0450855K";"UNIVERSITE D'ORLEANS";"4312 * ";"MCF0961";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Enseignant chercheur spécialisé en finance, macroéconomie ou économétrie financière";"UFR Collegium DEG - ORLEANS";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1045 * ";"05MCF0805";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Microéconomie";"NANCY";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1071 * ";"05MCF0232";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Microéconomie appliquée";"METZ";"";2018
"0595876S";"I.E.P DE LILLE";"4035 * ";"MCF0025";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie de l¿environnement, économie des politiques agricoles et alimentaires";"SCIENCES PO LILLE";"S";2018
"0595964M";"UNIVERSITE DU LITTORAL";"4217 * ";"0410";"26-I-1";"MCF";"Non";5;6;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences économiques, sciences de gestion spécialisé en économie et management de l¿innovation et de l¿entrepreneuriat: organisation - management, achat-qualité ¿ marketing. ";"Dunkerque";"";2018
"0597065J";"UNIVERSITE DE LILLE";"59 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie des transports.";"TOURCOING";"";2018
"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";"4169 * ";"MCF0098";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"SCIENCES ECONOMIQUES, économie sociale et solidaire";"TOUS LES SITES DE LA FACULTE SJE";"S";2018
"0673021V";"UNIVERSITE DE STRASBOURG";"4469 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie et gestion du risque ";"Strasbourg";"";2018
"0673021V";"UNIVERSITE DE STRASBOURG";"4470 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Histoire de la pensée économique et cliométrie";"Strasbourg";"";2018
"0694123G";"ECOLE NORMALE SUPERIEURE DE LYON";"4164 * ";"MCF0193";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Micro-économie appliquée";"15 parvis Rene Descartes, Lyon ";"";2018
"0750736T";"UNIVERSITE PARIS-DAUPHINE";"4205 * ";"277";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Applications are invited in all fields of Economics. Positions are offered in the LEDa (Laboratory of Economics in Dauphine http://leda.dauphine.fr/)";"Paris";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4444 * ";"2103";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie Quantitative";"Ecole d'economie de la Sorbonne /UFR 02";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4446 * ";"2180";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie de l'environnement et du développement";"Ecole d'economie de la Sorbonne /UFR 02";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4455 * ";"1989";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie publique ";"Ecole d'economie de la Sorbonne /UFR 02";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4456 * ";"1926";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie du travail";"Ecole d'economie de la Sorbonne /UFR 02";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4457 * ";"1925";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Econométrie et modélisation avec applications à la finance et big/open data ";"Ecole d'economie de la Sorbonne /UFR 02";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4471 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie internationale";"Ecole d'Economie de la Sorbonne - UFR 02";"";2018
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4333";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"05/02/2018";"07/03/2018";"Économie institutionnelle ";"PARIS";"";2018
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"65";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"25/01/2018";"26/02/2018";"Economie";"UFR LEA 108 Bd Malesherbes, Paris";"S";2018
"0761904G";"UNIVERSITE DE ROUEN";"4417 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Analyse économique";"Rouen";"";2018
"0900424X";"BELFORT-MONTBEL (UNIV TECHNO)";"4053 * ";"";"26-I-1";"MCF";"Non";5;6;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Innovation, Management, Business Model";"SEVENANS";"";2018
"0911975C";"UNIVERSITE D'EVRY VAL D'ESSONNE";"4148 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Maitre de conferences en science economique, specialite : finance et economie financiere.";"EVRY";"";2018
"0931238R";"UNIVERSITE PARIS 13";"4301 * ";"1407";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie bancaire, Economie monétaire, Marchés financiers, Régulation micro-macro prudentielle";"Villetaneuse";"";2018
"0931827F";"UNIVERSITE PARIS 8";"4418 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Histoire de la pensée économique/Histoire des faits économiques";"2 rue de la liberte - SAINT DENIS";"";2018
"0931827F";"UNIVERSITE PARIS 8";"4419 * ";"";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie politique, économie des institutions";"2 rue de la Liberte-SAINT DENIS";"";2018
"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";"4554 * ";"0448";"26-I-1";"MCF";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Évaluation des politiques publiques et de l¿entreprise";"Campus du mail des meches, Creteil";"";2018
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4530";"06 MCF ID 518";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"01/02/2018";"08/03/2018";"Gestion pour la décision et la stratégie des marchés";"IUT";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"629 * ";"52221";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Gestion";"AIX EN PROVENCE";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"652 * ";"52358";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Comptabilité, Contrôle, Audit";"Aix en Provence";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"653 * ";"52454";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing digital";"Aix en Provence";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"663 * ";"54659";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Organisation et pilotage de la performance des supply chains (achats et gestion de la relation fournisseurs, dispositif de gestion)";"Aix en Provence";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"665 * ";"54712";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Science de gestion spécialisée en marketing des services, logistique client, expérience service client.";"Marseille";"";2018
"0134009M";"UNIVERSITE AIX-MARSEILLE";"669 * ";"75635";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Expérience client en services";"Marseille";"";2018
"0141408E";"UNIVERSITE DE CAEN";"4380 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Fiscalité - finance d'entreprise";"CAEN";"";2018
"0141408E";"UNIVERSITE DE CAEN";"4384 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management-GRH-Marketing-Commerce-Logistique. Le MCF interviendra en DUT et en licence PRO : suivi des étudiants,responsabilités pédagogiques,administratives et intègration du NIMEC.";"ALENCON";"";2018
"0251215K";"UNIVERSITE DE BESANCON";"4440 * ";"1377";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Finance d_entreprises et contrôle de gestion";"BESANCON";"";2018
"0333296D";"ESPE ACADEMIE BORDEAUX";"363";"0151";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"13/02/2018";"15/03/2018";"SCIENCES DE GESTION - GESTION DE LA CONNAISSANCE";"ESPE AQUITAINE - SITE DE LA GIRONDE";"";2018
"0333298F";"UNIVERSITE DE BORDEAUX";"306";"0844";"26-I-2";"MCF";"Non";6;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Sciences de Gestion";"TALENCE/BORDEAUX";"";2018
"0333298F";"UNIVERSITE DE BORDEAUX";"328";"1104";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Management international";"BORDEAUX";"";2018
"0333298F";"UNIVERSITE DE BORDEAUX";"329";"1113";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Digital / Numérique / Systèmes d'information";"BORDEAUX";"";2018
"0333298F";"UNIVERSITE DE BORDEAUX";"331";"1145";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Comptabilité";"BORDEAUX";"S";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"251 * ";"0220";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Comptabilité, Entrepreneuriat, Analyse Financière";"Montpellier";"";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"264 * ";"0237";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Renforcer le pôle comptable de l¿Institut Montpellier Management et le groupe « Comptabilités & Société » de MRM. Enseignements principaux en comptabilité financière, audit, pouvant être en anglais. ";"Montpellier";"";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"265 * ";"0185";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing, vente";"Montpellier";"";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"266 * ";"0417";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management Stratégique";"Montpellier";"";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"268 * ";"0104";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Finance - Comptabilité";"Montpellier";"";2018
"0342321N";"UNIVERSITE DE MONTPELLIER";"271 * ";"0742";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Ressources Humaines";"Montpellier";"";2018
"0350936C";"UNIVERSITE RENNES 1";"4450 * ";"06MCF0618";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing";"RENNES";"";2018
"0350936C";"UNIVERSITE RENNES 1";"4451 * ";"06MCF1381";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Stratégie et/ou Marketing";"RENNES";"";2018
"0350937D";"UNIVERSITE RENNES 2";"4295 * ";"0399";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Comptabilité, contrôle";"Rennes et Saint-Brieuc";"";2018
"0370770L";"UNIVERSITE DE TOURS (IUT TOURS)";"4392";"0717";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Marketing - Pilotage des organisations";"IUT de Tours";"";2018
"0370800U";"UNIVERSITE DE TOURS";"4371";"0163";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Gestion des ressources humaines";"UFR Droit, Economie et Sciences sociales";"";2018
"0370800U";"UNIVERSITE DE TOURS";"4372";"1185";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Comptabilité finance contrôle de gestion";"UFR Droit, Economie et Sciences sociales";"";2018
"0381912X";"INP DE GRENOBLE";"4070 * ";"0225";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"marketing, innovation, management";"Saint Martin d'Heres";"";2018
"0383493R";"UNIVERSITE GRENOBLE ALPES";"274 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Achat, ou Comptabilité, Contrôle, ou Entrepreneuriat, Innovation, ou GRH, ou Marketing";"Grenoble";"S";2018
"0383493R";"UNIVERSITE GRENOBLE ALPES";"276 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing digital au service de l'innovation sociale et de la communication sociale";"Grenoble";"S";2018
"0383493R";"UNIVERSITE GRENOBLE ALPES";"283 * ";"";"26-I-1";"MCF";"Non";6;5;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie financière et bancaire. Gestion financière. ";"Valence";"S";2018
"0383493R";"UNIVERSITE GRENOBLE ALPES";"285 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Chaine logistique , achats et qualité.Management de la chaîne logistique orientée soit risk management soit maîtrise des flux logistique et innovation dans la supply chain.";"Grenoble";"S";2018
"0420957M";"UNIV. SAINT-ETIENNE (IUT ST ETIENNE)";"4253 * ";"0649";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"MARKETING";"IUT ST ETIENNE";"";2018
"0440982D";"UNIV. NANTES (IUT SAINT NAZAIRE)";"4459 * ";"1473";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing";"Saint-Nazaire";"";2018
"0440984F";"UNIVERSITE DE NANTES";"4442 * ";"2229";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management des systèmes d'information et innovation numérique";"Nantes";"";2018
"0440984F";"UNIVERSITE DE NANTES";"4443 * ";"2230";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Stratégie, organisation, management de projet, technologie";"Nantes";"";2018
"0450855K";"UNIVERSITE D'ORLEANS";"4313 * ";"MCF0712";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing / expression-communication";"IUT de l'Indre - ISSOUDUN";"";2018
"0490970N";"UNIVERSITE D'ANGERS";"4290 * ";"MCF0121";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de gestion";"ANGERS";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1078 * ";"06MCF0040";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de gestion";"METZ";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1080 * ";"06MCF0552";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Systèmes d¿information / comptabilité / contrôle de gestion";"NANCY";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1082 * ";"06MCF0567";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de gestion - Management international, Marketing et commerce international";"NANCY";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1083 * ";"06MCF0444";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de Gestion";"SARREGUEMINES";"";2018
"0542493S";"UNIVERSITE DE LORRAINE";"1103 * ";"06MCF0965";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de Gestion";"LONGWY";"";2018
"0597065J";"UNIVERSITE DE LILLE";"57 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Entrepreneuriat ou management public.";"LILLE";"";2018
"0632035V";"UNIVERSITE CLERMONT AUVERGNE";"77 * ";"0113";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Finance - Comptabilité - Responsabilité sociale del'entreprise - Gouvernance";"Clermont-Ferrand";"";2018
"0632035V";"UNIVERSITE CLERMONT AUVERGNE";"87 * ";"0078";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing-Stratégie-Management international";"Clermont-Ferrand";"";2018
"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";"4177 * ";"MCF0053";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management du tourisme";"UPVD - SITES DE L'IAE ";"";2018
"0673021V";"UNIVERSITE DE STRASBOURG";"4471 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Gestion des ressources humaines";"Schiltigheim";"";2018
"0673021V";"UNIVERSITE DE STRASBOURG";"4472 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de gestion / Marketing ";"Illkirch";"";2018
"0681166Y";"UNIVERSITE DE MULHOUSE";"4166 * ";"06 MCF 0512";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing/ Comportement du consommateur";"Faculte de Marketing et d'Agrosciences";"";2018
"0681166Y";"UNIVERSITE DE MULHOUSE";"4169 * ";"06 MCF 0529";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Finance d¿entreprise, Contrôle de gestion, comptabilité, système d¿information, outils de gestion";"Fac des Sciences Eco, Soc. et Juridiques";"";2018
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4484";"0482";"26-I-1";"MCF";"Non";6;26;NA;"01/09/2018";"12/02/2018";"14/03/2018";"Actuariat, finance et nouveaux défis sociétaux de l¿assurance";"ISFA";"S";2018
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4485";"2657";"26-I-1";"MCF";"Non";6;26;NA;"01/09/2018";"12/02/2018";"14/03/2018";"Actuariat et Data Analytics";"ISFA";"S";2018
"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";"4272 * ";"0119";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Le candidat ou la candidate devra présenter le profil suivant : - Management des organisations : Gestion comptable et financière";"LYON / BOURG-EN-BRESSE";"S";2018
"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";"4273 * ";"0513";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Le candidat ou la candidate devra présenter le profil suivant : - Gestion des établissements et services médico-sociaux";"LYON";"S";2018
"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";"4280 * ";"0600";"33";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Le candidat ou la candidate devra présenter le profil suivant :- Entrepreneuriat";"LYON / BOURG-EN-BRESSE";"S";2018
"0720916E";"UNIVERSITE DU MANS";"4251 * ";"DEG06MCF0600";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Stratégie, Développement Durable, RSE.";"LE MANS";"";2018
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4216 * ";"223";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"E:Enseignements e-marketing,e-commerce en DUT TC et LP Commerce.R:Intégrer un des 2 axes de l'IREGE:Innovationéveloppement des organisations ou Environnement,consommation durable";"ANNECY";"S";2018
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4217 * ";"254";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"E:Finance.R:Intégration dans l'un des deux axes du laboratoire IREGE (EA 2426) : Innovation et développement des organisations ou Environnement, consommation durable et tourisme. ";"ANNECY";"S";2018
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4218 * ";"639";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"E:Stratégie ou marketing:applications au tourisme.R:Intégrer un des deux axes du laboratoire IREGE:Innovation et développement des organisations ou Environnement,consommation durable et tourisme. ";"CHAMBERY";"S";2018
"0750736T";"UNIVERSITE PARIS-DAUPHINE";"4209 * ";"296";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Systèmes d'information";"Paris";"";2018
"0750736T";"UNIVERSITE PARIS-DAUPHINE";"4210 * ";"067";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Organisation";"Paris";"";2018
"0750736T";"UNIVERSITE PARIS-DAUPHINE";"4211 * ";"064";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing";"Paris";"";2018
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4474 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Gestion et économie d'entreprise ";"Ecole de management de la Sorbonne";"";2018
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4199 * ";"MCF0587";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing";"PARIS";"";2018
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4189 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"ASSURANCE";"292 rue Saint-Martin";"";2018
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4191 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Contrôle de gestion";"292 rue Saint-Martin ";"";2018
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4195 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"RESSOURCES HUMAINES";"292 rue Saint Martin";"";2018
"0761904G";"UNIVERSITE DE ROUEN";"4411 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Marketing";"Evreux";"";2018
"0761904G";"UNIVERSITE DE ROUEN";"4412 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Comptabilité - contrôle - audit";"Rouen";"";2018
"0772502B";"UNIVERSITE PARIS EST MARNE LA VALLEE";"4170 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Gestion des ressources humaines / stratégie";"CHAMPS SUR MARNE";"";2018
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4169 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management stratégique et de l'innovation";"Boulevard d'Alembert - Guyancourt";"";2018
"0830766G";"UNIVERSITE DE TOULON (VAR)";"4161 * ";"4161";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Les enseignements font références aux modules du DUT MMI « Environnement juridique, économique et marketing des organisations » et plus particulièrement à l'entreprenariat et à la marketing.";"Toulon centre ville";"";2018
"0860856N";"UNIVERSITE DE POITIERS";"4528 * ";"";"26-I-1";"MCF";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"enseignements en comptabilité financière, en comptabilité import-export, en consolidation, en normes comptables internationales (en particulier IAS-IFRS), en gestion financière et en audit. ";"Poitiers";"";2018
